iter	RMSE
368	0.01523079854
369	0.01520103334
370	0.01518408269
371	0.01514968624
372	0.015123654
373	0.0151159032
374	0.01510608624
375	0.01509555851
376	0.01508281959
377	0.01507517059
378	0.01505863074
379	0.01502988549
380	0.01502542353
381	0.01502540944
382	0.01499496646
383	0.0149823489
384	0.0149745922
385	0.01496072241
386	0.01494430436
387	0.01491133469
388	0.01490709828
389	0.01489923259
390	0.01488827507
391	0.01488013063
392	0.01486446524
393	0.01484272478
394	0.01483171598
395	0.01481160068
396	0.01479846765
397	0.01477845199
398	0.01476063531
399	0.01474267206
400	0.0147348205
401	0.01472042726
402	0.01471190398
403	0.01468576173
404	0.01465765455
405	0.01463362407
406	0.01461710245
407	0.01458805667
408	0.01458101998
409	0.01457680782
410	0.0145579771
411	0.01453286224
412	0.01451765212
413	0.01451501475
414	0.0145099217
415	0.01449077523
416	0.01446724881
417	0.01446329103
418	0.01444486695
419	0.01443283645
420	0.01441075651
421	0.01440336187
422	0.01439260756
423	0.01437906858
424	0.01435921436
425	0.01433192377
426	0.01431931328
427	0.01429252022
428	0.01426352342
429	0.01422367849
430	0.01420149008
431	0.01419262548
432	0.01417393792
433	0.01415901345
434	0.01415067913
435	0.01413876945
436	0.01411952615
437	0.01410439399
438	0.01408473889
439	0.01405940496
440	0.01405652639
441	0.01405040944
442	0.01403707365
443	0.01403052625
444	0.01402709438
445	0.01402477539
446	0.01401643808
447	0.01399980764
448	0.01399568238
449	0.01398212292
450	0.01397600279
451	0.01396070333
452	0.01395429939
453	0.01394384651
454	0.01393070701
455	0.01392062501
456	0.0139181384
457	0.01391467298
458	0.01390852668
