match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
1,1,MI,DC,11,1,Player_46,Player_92,Bowler_14,0,0,0,1,0,0,1,0,1,,,
1,1,CSK,SRH,11,2,Player_22,Player_90,Bowler_32,0,0,0,0,0,0,0,0,0,,caught,Fielder_18
1,1,RCB,PBKS,11,3,Player_94,Player_26,Bowler_20,0,0,0,0,0,0,4,0,4,,,
1,1,CSK,DC,11,4,Player_71,Player_16,Bowler_13,0,0,0,0,0,0,1,0,1,,,
1,1,MI,DC,11,5,Player_59,Player_23,Bowler_37,0,0,0,0,0,0,0,0,0,,,Fielder_8
1,1,KKR,SRH,11,6,Player_79,Player_32,Bowler_44,0,0,0,0,0,0,2,0,2,,,
1,1,MI,RR,12,1,Player_2,Player_73,Bowler_40,0,0,0,0,0,0,0,0,0,Player_98,caught,Fielder_45
1,1,KKR,DC,12,2,Player_55,Player_35,Bowler_36,0,0,0,0,0,0,0,1,1,,,
1,1,KKR,RR,12,3,Player_79,Player_91,Bowler_27,0,0,0,0,0,0,1,0,1,Player_84,,
1,1,MI,DC,12,4,Player_81,Player_44,Bowler_12,0,0,0,0,1,0,1,1,2,,,
1,1,MI,PBKS,12,5,Player_76,Player_96,Bowler_18,0,0,0,0,0,0,3,1,4,,,
1,1,MI,DC,12,6,Player_40,Player_66,Bowler_36,0,1,0,0,0,0,1,0,1,,,
1,1,MI,RR,13,1,Player_69,Player_14,Bowler_40,0,0,0,0,0,0,2,0,2,Player_11,caught,Fielder_3
1,1,RCB,RR,13,2,Player_93,Player_48,Bowler_33,0,0,0,0,0,0,1,0,1,,,
1,1,CSK,RR,13,3,Player_63,Player_95,Bowler_26,0,0,0,0,0,0,2,0,2,,,
1,1,RCB,DC,13,4,Player_4,Player_7,Bowler_5,0,0,0,0,0,0,1,0,1,,,Fielder_41
1,1,CSK,SRH,13,5,Player_35,Player_77,Bowler_26,0,0,0,0,0,0,4,1,5,,,
1,1,MI,DC,13,6,Player_89,Player_39,Bowler_23,0,0,0,0,0,0,1,0,1,,,
1,1,RCB,DC,14,1,Player_37,Player_28,Bowler_43,0,0,0,2,0,0,1,1,2,,,
1,1,KKR,PBKS,14,2,Player_57,Player_45,Bowler_30,0,0,0,0,0,0,0,1,1,,,Fielder_28
1,1,CSK,RR,14,3,Player_29,Player_7,Bowler_46,0,0,0,0,0,0,0,0,0,,,
1,1,RCB,RR,14,4,Player_34,Player_81,Bowler_19,0,0,0,0,0,0,3,0,3,,,
1,1,RCB,SRH,14,5,Player_3,Player_5,Bowler_22,0,0,0,0,0,0,1,0,1,,,
1,1,CSK,SRH,14,6,Player_17,Player_28,Bowler_10,0,0,0,0,0,0,1,0,1,,,
1,1,MI,DC,15,1,Player_87,Player_26,Bowler_5,0,0,0,0,0,0,1,1,2,,,
1,1,CSK,PBKS,15,2,Player_11,Player_43,Bowler_17,0,0,1,0,0,0,1,1,2,,,
1,1,KKR,SRH,15,3,Player_89,Player_79,Bowler_45,0,0,0,0,0,0,1,0,1,,,
1,1,KKR,SRH,15,4,Player_84,Player_25,Bowler_22,0,0,0,0,0,0,0,0,0,,,
1,1,MI,SRH,15,5,Player_47,Player_16,Bowler_22,0,0,0,0,0,0,2,0,2,,,
1,1,KKR,PBKS,15,6,Player_24,Player_47,Bowler_20,0,0,1,0,0,0,1,0,1,,,
1,1,KKR,SRH,16,1,Player_24,Player_87,Bowler_11,0,1,0,0,1,0,0,0,0,Player_12,,Fielder_45
1,1,RCB,PBKS,16,2,Player_58,Player_20,Bowler_32,0,0,0,0,0,0,2,1,3,,,
1,1,CSK,PBKS,16,3,Player_93,Player_86,Bowler_33,0,0,0,0,0,0,0,0,0,,,
1,1,RCB,SRH,16,4,Player_51,Player_70,Bowler_4,0,0,0,0,0,0,0,1,1,,,
1,1,CSK,SRH,16,5,Player_52,Player_30,Bowler_48,0,0,1,0,0,0,0,1,1,,,
1,1,MI,PBKS,16,6,Player_41,Player_25,Bowler_31,0,0,0,0,0,0,1,0,1,,,
1,1,CSK,DC,17,1,Player_63,Player_66,Bowler_30,0,0,0,0,0,0,0,0,0,,caught,
1,1,KKR,SRH,17,2,Player_41,Player_82,Bowler_16,0,0,0,0,0,0,2,0,2,,,
1,1,KKR,RR,17,3,Player_39,Player_24,Bowler_13,0,0,0,0,0,0,1,0,1,,,
1,1,MI,PBKS,17,4,Player_31,Player_54,Bowler_15,0,0,0,0,0,0,4,0,4,,,Fielder_44
1,1,RCB,RR,17,5,Player_36,Player_83,Bowler_6,0,0,0,0,1,0,2,0,2,,,Fielder_6
1,1,CSK,DC,17,6,Player_93,Player_47,Bowler_36,0,0,0,0,0,0,1,0,1,,,
1,1,MI,PBKS,18,1,Player_53,Player_5,Bowler_33,0,0,0,0,0,0,0,0,0,,,
1,1,CSK,DC,18,2,Player_5,Player_89,Bowler_40,0,0,0,0,0,0,1,0,1,,,
1,1,KKR,DC,18,3,Player_35,Player_8,Bowler_45,0,0,0,0,0,0,1,0,1,,,
1,1,RCB,DC,18,4,Player_39,Player_73,Bowler_29,0,0,0,0,0,0,2,1,3,,,
1,1,RCB,SRH,18,5,Player_44,Player_55,Bowler_6,0,1,0,0,0,0,2,0,2,,,
1,1,CSK,PBKS,18,6,Player_91,Player_15,Bowler_47,0,0,0,0,0,0,2,0,2,,,Fielder_46
1,1,CSK,RR,19,1,Player_63,Player_42,Bowler_16,0,0,0,0,0,0,2,0,2,,,Fielder_21
1,1,MI,SRH,19,2,Player_33,Player_66,Bowler_23,0,0,0,0,0,0,2,0,2,,,Fielder_20
1,1,KKR,RR,19,3,Player_38,Player_7,Bowler_16,0,0,0,0,0,0,0,0,0,,,
1,1,RCB,SRH,19,4,Player_78,Player_31,Bowler_32,0,0,0,0,0,0,1,1,2,,,
1,1,CSK,PBKS,19,5,Player_53,Player_4,Bowler_21,0,0,0,0,0,0,2,0,2,,,
1,1,CSK,PBKS,19,6,Player_93,Player_2,Bowler_41,0,0,0,0,0,0,1,0,1,,,
1,1,MI,DC,20,1,Player_80,Player_9,Bowler_38,0,0,0,0,0,0,1,1,2,,,
1,1,CSK,SRH,20,2,Player_62,Player_25,Bowler_18,0,0,0,0,1,0,1,0,1,,,Fielder_28
1,1,KKR,PBKS,20,3,Player_14,Player_31,Bowler_42,0,0,0,0,0,0,1,0,1,,,
1,1,CSK,RR,20,4,Player_48,Player_78,Bowler_46,0,1,0,0,1,0,4,0,4,,,
1,1,MI,DC,20,5,Player_98,Player_76,Bowler_10,0,0,0,1,0,0,1,0,1,,,
1,1,KKR,DC,20,6,Player_58,Player_36,Bowler_33,0,0,0,0,0,0,0,0,0,,,
1,2,MI,SRH,1,1,Player_98,Player_46,Bowler_47,0,0,0,0,0,0,2,0,2,,,
1,2,RCB,RR,1,2,Player_74,Player_71,Bowler_44,0,0,0,0,0,0,1,0,1,Player_15,,
1,2,CSK,PBKS,1,3,Player_90,Player_50,Bowler_8,0,0,0,0,0,0,0,0,0,,,
1,2,RCB,SRH,1,4,Player_10,Player_63,Bowler_38,0,0,0,0,0,0,0,0,0,,,Fielder_37
1,2,KKR,PBKS,1,5,Player_15,Player_9,Bowler_8,0,0,0,0,0,0,1,0,1,,,
1,2,CSK,PBKS,1,6,Player_97,Player_21,Bowler_24,0,0,0,0,0,0,0,1,1,,caught,Fielder_46
1,2,MI,SRH,2,1,Player_60,Player_75,Bowler_19,0,0,0,0,0,0,0,0,0,,,
1,2,MI,PBKS,2,2,Player_13,Player_23,Bowler_42,0,0,0,0,0,0,1,0,1,,,
1,2,CSK,DC,2,3,Player_61,Player_43,Bowler_3,0,0,0,0,0,0,1,1,2,,,
1,2,MI,PBKS,2,4,Player_67,Player_64,Bowler_41,0,1,0,0,0,0,1,0,1,,,
1,2,KKR,RR,2,5,Player_48,Player_45,Bowler_23,0,1,0,0,0,0,1,0,1,,,
1,2,CSK,RR,2,6,Player_67,Player_48,Bowler_44,0,0,0,0,0,0,1,0,1,,,
1,2,RCB,SRH,3,1,Player_83,Player_48,Bowler_14,0,0,0,0,0,0,1,1,2,,,Fielder_48
1,2,CSK,SRH,3,2,Player_23,Player_17,Bowler_38,0,0,0,0,0,0,0,0,0,,,
1,2,RCB,SRH,3,3,Player_36,Player_55,Bowler_6,0,0,0,0,0,0,1,0,1,,,
1,2,RCB,SRH,3,4,Player_24,Player_41,Bowler_43,0,0,0,0,0,0,1,0,1,,,
1,2,CSK,PBKS,3,5,Player_26,Player_84,Bowler_22,0,0,0,0,0,0,4,1,5,,,
1,2,CSK,PBKS,3,6,Player_78,Player_28,Bowler_7,0,0,1,0,0,0,0,0,0,,,
1,2,CSK,PBKS,4,1,Player_82,Player_71,Bowler_29,0,0,0,0,0,0,1,0,1,,,
1,2,CSK,RR,4,2,Player_92,Player_40,Bowler_9,0,0,0,0,0,0,2,0,2,Player_54,caught,
1,2,KKR,RR,4,3,Player_86,Player_70,Bowler_45,0,1,0,0,0,0,0,0,0,,,
1,2,KKR,PBKS,4,4,Player_28,Player_63,Bowler_5,0,0,0,0,0,0,1,0,1,,,
1,2,CSK,PBKS,4,5,Player_34,Player_53,Bowler_33,0,0,0,0,0,0,1,0,1,,,Fielder_9
1,2,MI,SRH,4,6,Player_46,Player_5,Bowler_37,0,0,0,0,0,0,0,0,0,,,
1,2,KKR,PBKS,5,1,Player_7,Player_87,Bowler_45,0,0,0,0,0,0,0,0,0,,,
1,2,RCB,RR,5,2,Player_49,Player_40,Bowler_32,0,1,0,0,0,0,1,0,1,,,
1,2,KKR,DC,5,3,Player_77,Player_81,Bowler_3,0,0,0,0,0,0,0,0,0,,,
1,2,RCB,DC,5,4,Player_5,Player_44,Bowler_5,0,1,0,0,0,0,0,0,0,,,
1,2,MI,RR,5,5,Player_27,Player_87,Bowler_18,0,0,0,0,0,0,3,1,4,,,
1,2,KKR,PBKS,5,6,Player_19,Player_71,Bowler_2,0,0,0,0,0,0,0,0,0,,,
1,2,KKR,PBKS,6,1,Player_76,Player_91,Bowler_41,0,0,0,0,0,0,1,0,1,,,Fielder_33
1,2,MI,RR,6,2,Player_27,Player_61,Bowler_5,0,0,0,0,0,0,3,0,3,,,Fielder_47
1,2,MI,SRH,6,3,Player_26,Player_34,Bowler_8,0,0,0,0,0,0,6,0,6,,,
1,2,MI,SRH,6,4,Player_10,Player_99,Bowler_21,0,0,0,0,0,0,1,0,1,,,
1,2,MI,PBKS,6,5,Player_93,Player_56,Bowler_34,0,0,0,0,0,0,2,0,2,,,
1,2,MI,PBKS,6,6,Player_27,Player_45,Bowler_38,0,0,0,0,0,0,4,1,5,,,
1,2,CSK,SRH,7,1,Player_85,Player_80,Bowler_22,0,0,2,0,0,0,0,0,0,,,
1,2,RCB,RR,7,2,Player_23,Player_31,Bowler_40,0,0,0,0,0,0,1,0,1,,,
1,2,CSK,DC,7,3,Player_11,Player_49,Bowler_4,0,0,0,0,0,0,1,0,1,,,
1,2,KKR,SRH,7,4,Player_4,Player_84,Bowler_19,0,0,0,0,0,0,0,0,0,,,
1,2,KKR,PBKS,7,5,Player_58,Player_22,Bowler_40,0,0,0,0,0,0,2,1,3,,,
1,2,MI,DC,7,6,Player_49,Player_57,Bowler_7,0,1,0,0,0,0,0,0,0,,,
1,2,KKR,PBKS,8,1,Player_67,Player_6,Bowler_14,0,0,0,0,0,0,1,0,1,,,
1,2,KKR,PBKS,8,2,Player_38,Player_82,Bowler_42,0,0,0,0,0,0,1,0,1,,,
1,2,RCB,SRH,8,3,Player_66,Player_21,Bowler_5,0,0,0,0,0,0,0,0,0,,,
1,2,KKR,SRH,8,4,Player_33,Player_92,Bowler_8,0,0,0,0,0,0,6,0,6,,,Fielder_5
1,2,CSK,DC,8,5,Player_14,Player_71,Bowler_16,0,0,0,0,0,0,1,1,2,,,
1,2,KKR,PBKS,8,6,Player_62,Player_27,Bowler_48,0,0,1,0,0,0,1,0,1,,,
1,2,RCB,RR,9,1,Player_3,Player_62,Bowler_14,0,0,0,0,0,0,0,0,0,,,
1,2,MI,PBKS,9,2,Player_42,Player_96,Bowler_35,0,1,0,0,0,0,1,0,1,,,
1,2,RCB,SRH,9,3,Player_71,Player_11,Bowler_28,0,0,0,0,0,0,0,0,0,,,
1,2,MI,SRH,9,4,Player_61,Player_5,Bowler_45,0,0,0,0,0,0,1,0,1,,,
1,2,RCB,RR,9,5,Player_61,Player_77,Bowler_49,0,0,0,0,0,0,1,0,1,,,
1,2,KKR,RR,9,6,Player_74,Player_72,Bowler_31,0,0,0,0,0,0,1,0,1,,,
1,2,RCB,DC,10,1,Player_21,Player_21,Bowler_26,0,0,0,0,0,0,1,0,1,,,
1,2,KKR,DC,10,2,Player_43,Player_69,Bowler_10,0,0,0,0,0,0,1,0,1,,,Fielder_24
1,2,KKR,RR,10,3,Player_29,Player_69,Bowler_47,0,0,0,0,0,0,2,0,2,,,
1,2,KKR,SRH,10,4,Player_53,Player_15,Bowler_39,0,0,1,1,0,0,1,0,1,,,
1,2,CSK,PBKS,10,5,Player_24,Player_28,Bowler_27,0,0,0,0,0,0,0,0,0,,,
1,2,MI,RR,10,6,Player_28,Player_84,Bowler_44,0,0,0,0,0,0,2,0,2,,,
1,2,MI,RR,11,1,Player_87,Player_5,Bowler_7,0,0,0,0,0,0,6,0,6,,,
1,2,CSK,RR,11,2,Player_99,Player_58,Bowler_40,0,1,0,0,0,0,1,0,1,,,
1,2,RCB,SRH,11,3,Player_10,Player_19,Bowler_11,0,0,0,0,0,0,0,0,0,,,
1,2,CSK,RR,11,4,Player_99,Player_63,Bowler_25,0,0,0,0,0,0,1,0,1,,,
1,2,KKR,DC,11,5,Player_97,Player_51,Bowler_27,0,0,0,0,0,0,0,0,0,,,Fielder_28
1,2,KKR,PBKS,11,6,Player_62,Player_14,Bowler_17,0,0,0,0,0,0,4,0,4,,,
1,2,CSK,DC,12,1,Player_51,Player_65,Bowler_2,0,0,0,0,0,0,4,0,4,,,
1,2,MI,RR,12,2,Player_27,Player_13,Bowler_47,0,0,0,0,0,0,1,0,1,,,
1,2,KKR,PBKS,12,3,Player_5,Player_92,Bowler_46,0,0,0,0,0,0,3,0,3,,,
1,2,CSK,SRH,12,4,Player_16,Player_50,Bowler_27,0,0,0,0,0,0,2,0,2,,,Fielder_6
1,2,KKR,PBKS,12,5,Player_38,Player_41,Bowler_4,0,0,0,2,0,0,1,0,1,,,
1,2,MI,RR,12,6,Player_41,Player_66,Bowler_46,0,0,0,0,0,0,1,0,1,,,
1,2,MI,RR,13,1,Player_57,Player_19,Bowler_7,0,0,0,0,0,0,1,0,1,,,
1,2,RCB,RR,13,2,Player_91,Player_11,Bowler_12,0,0,0,0,0,0,0,0,0,,,
1,2,KKR,SRH,13,3,Player_67,Player_47,Bowler_1,0,0,0,0,0,0,0,0,0,,,
1,2,CSK,SRH,13,4,Player_93,Player_98,Bowler_23,0,0,0,0,0,0,1,0,1,,,Fielder_1
1,2,MI,PBKS,13,5,Player_45,Player_1,Bowler_24,0,1,0,0,0,0,4,0,4,,,
1,2,KKR,DC,13,6,Player_84,Player_76,Bowler_42,0,0,0,0,0,0,1,1,2,,,
1,2,KKR,SRH,14,1,Player_48,Player_49,Bowler_28,0,0,0,0,0,0,2,1,3,,,
1,2,CSK,SRH,14,2,Player_64,Player_84,Bowler_23,0,0,0,0,0,0,0,0,0,,,Fielder_15
1,2,CSK,PBKS,14,3,Player_65,Player_11,Bowler_33,0,1,0,0,0,0,2,0,2,,,
1,2,CSK,PBKS,14,4,Player_67,Player_21,Bowler_38,0,0,0,0,0,0,4,0,4,,,
1,2,CSK,SRH,14,5,Player_52,Player_97,Bowler_22,0,0,1,0,0,0,1,0,1,,,Fielder_22
1,2,RCB,RR,14,6,Player_5,Player_64,Bowler_39,0,0,0,0,0,0,2,0,2,,,
1,2,KKR,DC,15,1,Player_40,Player_41,Bowler_12,0,1,0,0,0,0,1,0,1,,,
1,2,MI,PBKS,15,2,Player_67,Player_8,Bowler_20,0,1,0,0,0,0,1,0,1,,,Fielder_37
1,2,RCB,PBKS,15,3,Player_32,Player_4,Bowler_26,0,0,0,0,0,0,1,0,1,,,
1,2,MI,DC,15,4,Player_6,Player_66,Bowler_22,0,0,0,0,0,0,0,0,0,,,
1,2,KKR,DC,15,5,Player_78,Player_91,Bowler_33,0,0,0,0,0,0,4,0,4,,,
1,2,RCB,SRH,15,6,Player_42,Player_40,Bowler_8,0,0,0,0,0,0,1,0,1,,,
1,2,KKR,RR,16,1,Player_27,Player_97,Bowler_35,0,0,0,0,0,0,0,0,0,,,
1,2,RCB,RR,16,2,Player_95,Player_87,Bowler_10,0,0,0,0,0,0,2,0,2,,,
1,2,CSK,SRH,16,3,Player_35,Player_91,Bowler_23,0,0,0,1,0,0,1,0,1,,,
1,2,MI,RR,16,4,Player_64,Player_96,Bowler_39,0,1,0,0,0,0,1,0,1,,,
1,2,RCB,PBKS,16,5,Player_3,Player_69,Bowler_32,0,0,0,0,0,0,4,0,4,,,
1,2,MI,PBKS,16,6,Player_37,Player_92,Bowler_35,0,0,0,0,0,0,0,0,0,,,
1,2,KKR,DC,17,1,Player_4,Player_95,Bowler_27,0,0,0,0,0,0,1,0,1,,,
1,2,CSK,SRH,17,2,Player_81,Player_93,Bowler_28,0,0,0,0,0,0,3,1,4,,caught,
1,2,CSK,RR,17,3,Player_35,Player_40,Bowler_9,0,0,0,0,0,0,0,0,0,,,
1,2,CSK,RR,17,4,Player_24,Player_25,Bowler_28,0,0,0,0,0,0,0,0,0,,,
1,2,KKR,RR,17,5,Player_71,Player_13,Bowler_1,0,0,0,0,0,0,6,0,6,,,
1,2,RCB,RR,17,6,Player_17,Player_35,Bowler_37,0,0,0,0,0,0,2,0,2,,,Fielder_44
1,2,CSK,DC,18,1,Player_1,Player_35,Bowler_10,0,0,0,0,0,0,1,0,1,,,
1,2,KKR,SRH,18,2,Player_86,Player_8,Bowler_14,0,0,0,0,0,0,0,0,0,,,
1,2,RCB,DC,18,3,Player_75,Player_71,Bowler_17,0,0,0,0,0,0,0,0,0,,,
1,2,KKR,PBKS,18,4,Player_80,Player_90,Bowler_14,0,0,0,0,0,0,1,0,1,,,
1,2,MI,DC,18,5,Player_38,Player_27,Bowler_37,0,0,0,0,0,0,1,0,1,,,
1,2,MI,SRH,18,6,Player_69,Player_42,Bowler_38,0,0,0,1,0,0,1,1,2,,,
1,2,MI,SRH,19,1,Player_50,Player_30,Bowler_39,0,0,0,0,0,0,2,0,2,,,
1,2,MI,RR,19,2,Player_48,Player_32,Bowler_49,0,0,0,0,0,0,1,0,1,,,
1,2,RCB,RR,19,3,Player_81,Player_56,Bowler_14,0,1,0,0,0,0,2,0,2,,,
1,2,MI,PBKS,19,4,Player_54,Player_56,Bowler_21,0,0,0,0,0,0,1,0,1,,,
1,2,MI,DC,19,5,Player_77,Player_13,Bowler_41,0,0,0,0,0,0,1,0,1,,,
1,2,RCB,PBKS,19,6,Player_38,Player_7,Bowler_20,0,0,0,0,0,0,0,0,0,,,Fielder_30
1,2,MI,SRH,20,1,Player_72,Player_12,Bowler_4,0,0,0,0,0,0,1,0,1,,,
1,2,MI,PBKS,20,2,Player_85,Player_89,Bowler_21,0,0,0,0,0,0,1,0,1,,,
1,2,KKR,RR,20,3,Player_41,Player_93,Bowler_8,0,0,0,0,0,0,0,0,0,,,
1,2,CSK,PBKS,20,4,Player_62,Player_30,Bowler_34,0,0,0,1,0,0,4,0,4,,,Fielder_31
1,2,MI,SRH,20,5,Player_41,Player_4,Bowler_45,0,0,0,0,1,0,3,0,3,,,
1,2,MI,RR,20,6,Player_88,Player_25,Bowler_34,0,0,0,0,0,0,0,0,0,,lbw,
2,1,CSK,DC,1,1,Player_12,Player_45,Bowler_46,0,1,0,0,0,0,2,0,2,,,
2,1,KKR,RR,1,2,Player_98,Player_33,Bowler_24,0,0,0,0,0,0,1,0,1,,,
2,1,RCB,PBKS,1,3,Player_98,Player_12,Bowler_34,0,0,0,0,0,0,1,0,1,,,
2,1,RCB,DC,1,4,Player_16,Player_97,Bowler_5,0,0,0,0,0,0,2,0,2,,,
2,1,RCB,DC,1,5,Player_30,Player_46,Bowler_18,0,0,0,0,0,0,3,0,3,,,
2,1,KKR,DC,1,6,Player_27,Player_92,Bowler_18,0,0,0,0,0,0,2,0,2,,,
2,1,KKR,DC,2,1,Player_3,Player_81,Bowler_37,0,0,0,0,0,0,1,0,1,,,
2,1,MI,SRH,2,2,Player_76,Player_95,Bowler_21,0,0,0,0,0,0,1,0,1,,,Fielder_49
2,1,RCB,PBKS,2,3,Player_82,Player_37,Bowler_24,0,0,0,0,0,0,2,0,2,,,
2,1,KKR,RR,2,4,Player_66,Player_57,Bowler_37,0,0,0,0,0,0,6,0,6,,,
2,1,MI,PBKS,2,5,Player_77,Player_53,Bowler_9,0,0,0,0,0,0,1,1,2,,,
